patent_id,title,abstract,filing_date,year
10002629,Apparatus for solid-state battery electrolyte,"This invention discloses apparatus for solid-state battery electrolyte. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-09-11,2024
10002630,Composition for edge computing resource scheduling,"This invention discloses composition for edge computing resource scheduling. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2021-07-31,2021
10002631,Apparatus for wearable biosensor,"This invention discloses apparatus for wearable biosensor. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2021-01-07,2021
10002632,Apparatus for OLED display fabrication,"This invention discloses apparatus for oled display fabrication. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-12-07,2019
10002633,Apparatus for speech-to-text noise robustness,"This invention discloses apparatus for speech-to-text noise robustness. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-08-05,2019
10002634,Composition for battery thermal management,"This invention discloses composition for battery thermal management. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-09-16,2020
10002635,Process for 5G beamforming optimization,"This invention discloses process for 5g beamforming optimization. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-03-27,2019
10002636,Composition for battery thermal management,"This invention discloses composition for battery thermal management. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2021-05-13,2021
10002637,Method for edge computing resource scheduling,"This invention discloses method for edge computing resource scheduling. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-05-09,2020
10002638,Process for OLED display fabrication,"This invention discloses process for oled display fabrication. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-08-10,2020
10002639,System and method for carbon capture using metal-organic frameworks,"This invention discloses system and method for carbon capture using metal-organic frameworks. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-11-19,2018
10002640,System and method for secure multi-party computation,"This invention discloses system and method for secure multi-party computation. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-04-30,2018
10002641,System and method for drug delivery via nanoparticles,"This invention discloses system and method for drug delivery via nanoparticles. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-03-08,2024
10002642,Method for satellite collision avoidance,"This invention discloses method for satellite collision avoidance. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2022-01-28,2022
10002643,System and method for 5G beamforming optimization,"This invention discloses system and method for 5g beamforming optimization. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2021-04-13,2021
10002644,Method for robotic grasp planning,"This invention discloses method for robotic grasp planning. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-11-28,2018
10002645,Composition for edge computing resource scheduling,"This invention discloses composition for edge computing resource scheduling. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2021-11-10,2021
10002646,Composition for neural network compression,"This invention discloses composition for neural network compression. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2022-09-08,2022
10002647,Apparatus for image super-resolution,"This invention discloses apparatus for image super-resolution. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-10-21,2020
10002648,Composition for lidar point-cloud filtering,"This invention discloses composition for lidar point-cloud filtering. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2023-05-03,2023
10002649,Device for OLED display fabrication,"This invention discloses device for oled display fabrication. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-02-20,2019
10002650,Device for gene editing with CRISPR variants,"This invention discloses device for gene editing with crispr variants. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-10-17,2019
10002651,Process for solid-state battery electrolyte,"This invention discloses process for solid-state battery electrolyte. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-09-12,2020
10002652,Device for speech-to-text noise robustness,"This invention discloses device for speech-to-text noise robustness. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-08-31,2018
10002653,Process for drug delivery via nanoparticles,"This invention discloses process for drug delivery via nanoparticles. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-05-28,2019
10002654,Apparatus for OLED display fabrication,"This invention discloses apparatus for oled display fabrication. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-07-27,2020
10002655,Composition for edge computing resource scheduling,"This invention discloses composition for edge computing resource scheduling. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-09-16,2019
10002656,System and method for 5G beamforming optimization,"This invention discloses system and method for 5g beamforming optimization. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-07-09,2018
10002657,Method for quantum error correction,"This invention discloses method for quantum error correction. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-11-11,2020
10002658,Process for robotic grasp planning,"This invention discloses process for robotic grasp planning. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-09-19,2018
10002659,System and method for carbon capture using metal-organic frameworks,"This invention discloses system and method for carbon capture using metal-organic frameworks. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-12-15,2018
10002660,System and method for quantum error correction,"This invention discloses system and method for quantum error correction. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-12-13,2018
10002661,Composition for secure multi-party computation,"This invention discloses composition for secure multi-party computation. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2023-06-05,2023
10002662,Method for solid-state battery electrolyte,"This invention discloses method for solid-state battery electrolyte. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-08-26,2019
10002663,Process for drug delivery via nanoparticles,"This invention discloses process for drug delivery via nanoparticles. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2022-05-16,2022
10002664,Process for autonomous vehicle perception,"This invention discloses process for autonomous vehicle perception. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2022-10-17,2022
10002665,Process for speech-to-text noise robustness,"This invention discloses process for speech-to-text noise robustness. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-07-25,2020
10002666,Device for secure multi-party computation,"This invention discloses device for secure multi-party computation. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-11-06,2018
10002667,Device for autonomous vehicle perception,"This invention discloses device for autonomous vehicle perception. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-04-21,2018
10002668,Method for image super-resolution,"This invention discloses method for image super-resolution. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2021-04-11,2021
10002669,System and method for lidar point-cloud filtering,"This invention discloses system and method for lidar point-cloud filtering. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-07-29,2018
10002670,Composition for satellite collision avoidance,"This invention discloses composition for satellite collision avoidance. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-09-26,2020
10002671,Composition for 5G beamforming optimization,"This invention discloses composition for 5g beamforming optimization. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-08-15,2018
10002672,Apparatus for neural network compression,"This invention discloses apparatus for neural network compression. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2021-01-19,2021
10002673,Composition for 5G beamforming optimization,"This invention discloses composition for 5g beamforming optimization. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2021-05-03,2021
10002674,Apparatus for solid-state battery electrolyte,"This invention discloses apparatus for solid-state battery electrolyte. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-01-28,2024
10002675,Apparatus for wearable biosensor,"This invention discloses apparatus for wearable biosensor. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-06-26,2019
10002676,Apparatus for quantum error correction,"This invention discloses apparatus for quantum error correction. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2021-02-24,2021
10002677,Apparatus for battery thermal management,"This invention discloses apparatus for battery thermal management. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-02-08,2019
10002678,Process for carbon capture using metal-organic frameworks,"This invention discloses process for carbon capture using metal-organic frameworks. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-11-11,2018
10002679,Device for battery thermal management,"This invention discloses device for battery thermal management. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-08-31,2020
10002680,Composition for gene editing with CRISPR variants,"This invention discloses composition for gene editing with crispr variants. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-09-24,2024
10002681,Device for speech-to-text noise robustness,"This invention discloses device for speech-to-text noise robustness. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-01-25,2020
10002682,System and method for autonomous vehicle perception,"This invention discloses system and method for autonomous vehicle perception. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-07-26,2018
10002683,System and method for wearable biosensor,"This invention discloses system and method for wearable biosensor. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2022-02-04,2022
10002684,Process for lidar point-cloud filtering,"This invention discloses process for lidar point-cloud filtering. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-03-03,2019
10002685,Method for secure multi-party computation,"This invention discloses method for secure multi-party computation. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-11-26,2018
10002686,Device for robotic grasp planning,"This invention discloses device for robotic grasp planning. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2023-04-20,2023
10002687,Device for solid-state battery electrolyte,"This invention discloses device for solid-state battery electrolyte. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2023-08-04,2023
10002688,Composition for satellite collision avoidance,"This invention discloses composition for satellite collision avoidance. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2023-08-12,2023
10002689,Device for autonomous vehicle perception,"This invention discloses device for autonomous vehicle perception. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-07-05,2019
10002690,Apparatus for battery thermal management,"This invention discloses apparatus for battery thermal management. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2022-03-05,2022
10002691,Device for edge computing resource scheduling,"This invention discloses device for edge computing resource scheduling. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-07-10,2018
10002692,System and method for gene editing with CRISPR variants,"This invention discloses system and method for gene editing with crispr variants. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-10-09,2018
10002693,Device for carbon capture using metal-organic frameworks,"This invention discloses device for carbon capture using metal-organic frameworks. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-06-13,2020
10002694,Device for solid-state battery electrolyte,"This invention discloses device for solid-state battery electrolyte. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-02-01,2019
10002695,System and method for satellite collision avoidance,"This invention discloses system and method for satellite collision avoidance. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-07-17,2020
10002696,Device for battery thermal management,"This invention discloses device for battery thermal management. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-10-22,2020
10002697,Device for battery thermal management,"This invention discloses device for battery thermal management. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-06-05,2020
10002698,Device for robotic grasp planning,"This invention discloses device for robotic grasp planning. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-07-22,2020
10002699,System and method for secure multi-party computation,"This invention discloses system and method for secure multi-party computation. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-01-12,2020
10002700,Method for low-latency video coding,"This invention discloses method for low-latency video coding. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2023-05-31,2023
10002701,System and method for wireless power transfer,"This invention discloses system and method for wireless power transfer. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-06-28,2018
10002702,Method for wireless power transfer,"This invention discloses method for wireless power transfer. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-02-04,2024
10002703,Method for satellite collision avoidance,"This invention discloses method for satellite collision avoidance. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-02-28,2020
10002704,Process for gene editing with CRISPR variants,"This invention discloses process for gene editing with crispr variants. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-08-07,2018
10002705,Process for OLED display fabrication,"This invention discloses process for oled display fabrication. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-06-19,2024
10002706,System and method for low-latency video coding,"This invention discloses system and method for low-latency video coding. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-07-07,2019
10002707,System and method for satellite collision avoidance,"This invention discloses system and method for satellite collision avoidance. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-01-24,2019
10002708,Method for speech-to-text noise robustness,"This invention discloses method for speech-to-text noise robustness. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-05-15,2020
10002709,Apparatus for autonomous vehicle perception,"This invention discloses apparatus for autonomous vehicle perception. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-11-20,2019
10002710,Composition for solid-state battery electrolyte,"This invention discloses composition for solid-state battery electrolyte. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-02-28,2019
10002711,Process for wireless power transfer,"This invention discloses process for wireless power transfer. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-12-30,2018
10002712,Composition for secure multi-party computation,"This invention discloses composition for secure multi-party computation. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-07-25,2024
10002713,Apparatus for battery thermal management,"This invention discloses apparatus for battery thermal management. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2023-08-09,2023
10002714,Method for gene editing with CRISPR variants,"This invention discloses method for gene editing with crispr variants. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-06-27,2020
10002715,Method for speech-to-text noise robustness,"This invention discloses method for speech-to-text noise robustness. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-11-19,2024
10002716,System and method for robotic grasp planning,"This invention discloses system and method for robotic grasp planning. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-08-19,2018
10002717,Process for lidar point-cloud filtering,"This invention discloses process for lidar point-cloud filtering. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2023-08-25,2023
10002718,Process for secure multi-party computation,"This invention discloses process for secure multi-party computation. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-02-24,2024
10002719,Composition for carbon capture using metal-organic frameworks,"This invention discloses composition for carbon capture using metal-organic frameworks. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-10-08,2024
10002720,Method for image super-resolution,"This invention discloses method for image super-resolution. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2021-01-20,2021
10002721,Composition for OLED display fabrication,"This invention discloses composition for oled display fabrication. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2023-07-15,2023
10002722,Apparatus for carbon capture using metal-organic frameworks,"This invention discloses apparatus for carbon capture using metal-organic frameworks. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2022-07-21,2022
10002723,Apparatus for secure multi-party computation,"This invention discloses apparatus for secure multi-party computation. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-09-16,2024
10002724,Process for OLED display fabrication,"This invention discloses process for oled display fabrication. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2021-07-27,2021
10002725,Method for robotic grasp planning,"This invention discloses method for robotic grasp planning. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-09-19,2020
10002726,Process for neural network compression,"This invention discloses process for neural network compression. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-08-01,2024
10002727,Apparatus for OLED display fabrication,"This invention discloses apparatus for oled display fabrication. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-05-12,2018
10002728,Apparatus for lidar point-cloud filtering,"This invention discloses apparatus for lidar point-cloud filtering. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-01-16,2019
10002729,Device for carbon capture using metal-organic frameworks,"This invention discloses device for carbon capture using metal-organic frameworks. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2022-10-23,2022
10002730,Device for quantum error correction,"This invention discloses device for quantum error correction. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2021-04-18,2021
10002731,Apparatus for OLED display fabrication,"This invention discloses apparatus for oled display fabrication. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-01-21,2019
10002732,Composition for quantum error correction,"This invention discloses composition for quantum error correction. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-01-28,2020
10002733,Method for wearable biosensor,"This invention discloses method for wearable biosensor. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-02-14,2019
10002734,System and method for drug delivery via nanoparticles,"This invention discloses system and method for drug delivery via nanoparticles. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-05-07,2018
10002735,Composition for robotic grasp planning,"This invention discloses composition for robotic grasp planning. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2021-06-14,2021
10002736,Composition for satellite collision avoidance,"This invention discloses composition for satellite collision avoidance. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2022-10-11,2022
10002737,Method for robotic grasp planning,"This invention discloses method for robotic grasp planning. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-06-17,2024
10002738,Process for wearable biosensor,"This invention discloses process for wearable biosensor. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-12-14,2024
10002739,System and method for edge computing resource scheduling,"This invention discloses system and method for edge computing resource scheduling. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-07-04,2019
10002740,Apparatus for gene editing with CRISPR variants,"This invention discloses apparatus for gene editing with crispr variants. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-11-08,2018
10002741,Device for lidar point-cloud filtering,"This invention discloses device for lidar point-cloud filtering. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-11-30,2024
10002742,Method for low-latency video coding,"This invention discloses method for low-latency video coding. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-09-17,2020
10002743,Process for low-latency video coding,"This invention discloses process for low-latency video coding. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-11-19,2019
10002744,System and method for wireless power transfer,"This invention discloses system and method for wireless power transfer. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-09-25,2018
10002745,Process for quantum error correction,"This invention discloses process for quantum error correction. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2021-06-05,2021
10002746,Device for solid-state battery electrolyte,"This invention discloses device for solid-state battery electrolyte. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-12-29,2019
10002747,Composition for satellite collision avoidance,"This invention discloses composition for satellite collision avoidance. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-01-16,2024
10002748,System and method for autonomous vehicle perception,"This invention discloses system and method for autonomous vehicle perception. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2023-11-28,2023
10002749,Device for 5G beamforming optimization,"This invention discloses device for 5g beamforming optimization. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2021-03-25,2021
10002750,Apparatus for wearable biosensor,"This invention discloses apparatus for wearable biosensor. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2021-09-12,2021
10002751,Method for secure multi-party computation,"This invention discloses method for secure multi-party computation. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2021-11-23,2021
10002752,Method for quantum error correction,"This invention discloses method for quantum error correction. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-05-20,2024
10002753,Device for lidar point-cloud filtering,"This invention discloses device for lidar point-cloud filtering. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-07-03,2018
10002754,Process for secure multi-party computation,"This invention discloses process for secure multi-party computation. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2021-10-25,2021
10002755,System and method for robotic grasp planning,"This invention discloses system and method for robotic grasp planning. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2022-07-05,2022
10002756,Process for secure multi-party computation,"This invention discloses process for secure multi-party computation. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-11-23,2020
10002757,Composition for battery thermal management,"This invention discloses composition for battery thermal management. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2022-11-10,2022
10002758,Method for wireless power transfer,"This invention discloses method for wireless power transfer. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-04-18,2018
10002759,Device for autonomous vehicle perception,"This invention discloses device for autonomous vehicle perception. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2021-10-11,2021
10002760,Composition for lidar point-cloud filtering,"This invention discloses composition for lidar point-cloud filtering. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2018-11-10,2018
10002761,System and method for OLED display fabrication,"This invention discloses system and method for oled display fabrication. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-04-24,2024
10002762,Process for solid-state battery electrolyte,"This invention discloses process for solid-state battery electrolyte. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-06-15,2024
10002763,Method for lidar point-cloud filtering,"This invention discloses method for lidar point-cloud filtering. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2022-08-03,2022
10002764,Composition for OLED display fabrication,"This invention discloses composition for oled display fabrication. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-12-30,2019
10002765,System and method for image super-resolution,"This invention discloses system and method for image super-resolution. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2019-05-25,2019
10002766,Composition for quantum error correction,"This invention discloses composition for quantum error correction. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-01-17,2024
10002767,Process for wireless power transfer,"This invention discloses process for wireless power transfer. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2022-08-12,2022
10002768,Composition for solid-state battery electrolyte,"This invention discloses composition for solid-state battery electrolyte. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-04-09,2024
10002769,Process for 5G beamforming optimization,"This invention discloses process for 5g beamforming optimization. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-06-23,2020
10002770,Apparatus for image super-resolution,"This invention discloses apparatus for image super-resolution. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2024-02-28,2024
10002771,Apparatus for battery thermal management,"This invention discloses apparatus for battery thermal management. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2021-04-19,2021
10002772,System and method for satellite collision avoidance,"This invention discloses system and method for satellite collision avoidance. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2022-03-21,2022
10002773,Method for carbon capture using metal-organic frameworks,"This invention discloses method for carbon capture using metal-organic frameworks. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2022-09-27,2022
10002774,System and method for gene editing with CRISPR variants,"This invention discloses system and method for gene editing with crispr variants. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2023-09-15,2023
10002775,Method for drug delivery via nanoparticles,"This invention discloses method for drug delivery via nanoparticles. The disclosed embodiments improve performance, efficiency, and reliability compared to prior art. Various aspects, configurations, and applications are described.",2020-03-14,2020
